name,sector,subsector,sourceType,emissionsQuantity,activity,capacity,year,emissions_mt
Minuwangoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,24852.88094,318124697.5,37250147.03,2024,0.02485288094
Mirigama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,24600.13864,181610073.82259,21265252.292279992,2024,0.02460013864
Negombo Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,23626.10702,507786857.3,59458241.77,2024,0.02362610702
Divulapitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,23290.712785,166562695.8,19503310.956480004,2024,0.023290712785
Kelaniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,23147.568225000003,621463347.0,72768952.18343998,2024,0.023147568225
Dompe Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,21964.449415000003,272012483.7,31850733.755879994,2024,0.021964449415000004
Yatinuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,21918.202325,204438120.48954,23938254.436679997,2024,0.021918202324999997
Mawanella Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,21259.60764,175856766.72855002,20591580.765840005,2024,0.021259607639999997
Kundasale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,21148.99873,278055553.2,32558334.342360005,2024,0.02114899873
Matara Four Gravets Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20492.12236,500811577.5,58641485.90892002,2024,0.02049212236
Sri Jayawardanapura Kotte Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20394.05392,503142839.33959,58914459.9,2024,0.02039405392
Pannala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20219.042585000003,216992199.93421003,25408248.4176,2024,0.020219042585000003
Kurunegala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20123.141260000004,301628253.7,35318530.58,2024,0.020123141260000005
Matale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,19940.02297,177935348.03956002,20834968.16,2024,0.019940022970000002
Udapalatha Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,19621.92437,150826442.0,17660707.45,2024,0.019621924370000002
Hanwella Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,19573.977135,206737785.7,24207529.262159992,2024,0.019573977135
Horana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,19561.67132,207657161.18836,24315181.50996,2024,0.01956167132
Kegalle Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,18842.99554,137109502.9,16054550.813280003,2024,0.01884299554
Badulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,18386.53483,230682734.02099,27011313.348480005,2024,0.01838653483
Vavuniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,17886.43717,271963079.9,31844948.84,2024,0.017886437170000002
Hikkaduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,17852.927400000004,161238869.2,18879928.49,2024,0.017852927400000003
Trincomalee Town and Gravets Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,17640.658240000004,383492099.43540007,44904206.15879998,2024,0.017640658240000006
Puttalam Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,17303.58732,213500534.95917,24999399.272279996,2024,0.017303587319999997
Kuruvita Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,17159.10966,87856846.96248001,10287414.04,2024,0.017159109659999998
Mahiyanganaya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,16142.56764,150024997.33393002,17566863.676320005,2024,0.01614256764
Warakapola Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,16106.76584,94351710.04590002,11047916.462160004,2024,0.01610676584
Balangoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,16062.46135,118943169.1,13927402.042319996,2024,0.01606246135
Walapane Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15743.21641,119640423.61340998,14009045.55,2024,0.01574321641
Dimbulagala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15574.143070000002,183087946.52719003,21438300.77,2024,0.015574143070000003
Mathugama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15535.96059,90281281.0616,10571298.098280003,2024,0.01553596059
Harispattuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15141.29361,157160595.0,18402391.817040004,2024,0.01514129361
Kothmale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15084.184460000002,99828934.76,11689260.62052,2024,0.015084184460000002
Ibbagamuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15024.02489,85089076.95,9963327.766,2024,0.015024024890000001
Hanguranketha Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14956.33315,124378845.46207002,14563881.216720002,2024,0.01495633315
Bandarawela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14655.737035000002,327979692.67731994,38404097.69,2024,0.014655737035000001
Welimada Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14644.34304,198740165.0,23271064.57,2024,0.01464434304
Thamankaduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14593.281795,204610546.7,23958444.7,2024,0.014593281795000001
Koralai Pattu (Valachchenai) Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14528.874915000002,235910412.7422,27623437.373879995,2024,0.014528874915000002
Rideegama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14490.97946,78733667.16,9219154.307,2024,0.014490979460000001
Wennappuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14482.91262,339373488.9,39738230.23859999,2024,0.01448291262
Eravur Pattu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14313.929925000002,226781254.5,26554477.628160004,2024,0.014313929925000001
Polgahawela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14208.29134,133385486.5,15618494.7846,2024,0.01420829134
Balapitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14190.340995000002,181505870.9,21253051.13748,2024,0.014190340995000002
Weligama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14163.629654999995,177453245.67828995,20778517.20468,2024,0.014163629654999996
Kuliyapitiya West Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14113.38726,165773737.8,19410929.72,2024,0.014113387259999999
Godakawela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13876.113205,54102310.16,6334997.004600002,2024,0.013876113205
Bandaragama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13824.199484999996,225112733.9,26359105.24,2024,0.013824199484999996
Kalpitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13823.49879,135726144.2,15892569.398759997,2024,0.01382349879
Tangalle Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13766.347849999998,119570851.16313,14000899.237800004,2024,0.013766347849999997
Polpithigama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13494.749789999998,118869409.55929998,13918765.258439995,2024,0.013494749789999998
Dambulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13466.78685,147884948.59175998,17316279.238200005,2024,0.01346678685
Ambalangoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13439.246225,154533472.67674997,18094773.97404,2024,0.013439246225000001
Uva Paranagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13417.51874,148937561.9,17439532.72,2024,0.01341751874
Udunuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13164.864219999998,128497056.6,15046094.418480003,2024,0.013164864219999997
Sainthamarathu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13017.392880000005,167534885.77455002,19617147.261,2024,0.013017392880000004
Thissamaharama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12639.38157,122436571.37952,14336454.654119996,2024,0.01263938157
N. Palatha East Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12603.02025,241627534.24694,28292871.568679992,2024,0.01260302025
Galewela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12576.692869999995,86294429.48,10104466.007759998,2024,0.012576692869999996
Panduwasnuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12522.198104999996,136810532.7,16019543.593800005,2024,0.012522198104999997
Dodangoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12365.746785,71815913.12,8409134.356920002,2024,0.012365746785
Samanthurai Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12330.733454999998,125054383.4,14642982.042359998,2024,0.012330733454999998
Galigamuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12298.69503,71162345.67,8332606.225799999,2024,0.01229869503
Wellawaya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12290.35492,149887475.9,17550760.957319997,2024,0.01229035492
Akurana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12218.861785,196553717.66484004,23015047.3434,2024,0.012218861784999998
Katuwana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12137.96659,48479323.07247,5676585.074399999,2024,0.01213796659
Wariyapola Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12136.251855,118579065.44453,13884767.991120003,2024,0.012136251855
Elpitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12000.43417,70915212.30992001,8303668.664519998,2024,0.012000434170000001
Pelmadulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11853.319435,59052879.37,6914673.588839998,2024,0.011853319434999999
Pasbage Korale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11817.9656,100040255.9,11714004.83,2024,0.011817965599999999
Hingurakgoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11803.933305000002,116794344.8917,13675789.919280002,2024,0.011803933305000002
Chilaw Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11774.759305,158822425.7,18596980.328159995,2024,0.011774759305
Alawwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11652.957534999998,91737738.92,10741839.014759997,2024,0.011652957534999998
Medirigiriya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11647.57649,85942858.54,10063299.51,2024,0.011647576489999999
Mawathagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11575.560805,78137066.37,9149296.661639998,2024,0.011575560805
Bope-Poddala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11535.038225000002,209318809.0,24509748.62208,2024,0.011535038225000002
Eravur Town Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11531.70601,183414696.65221,21476560.65612,2024,0.01153170601
Baddegama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11521.391339999998,65948876.30893001,7722145.945800002,2024,0.011521391339999998
Bingiriya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11275.13446,119470648.28126,13989166.04904,2024,0.011275134459999999
Weeraketiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11219.003594999998,54353568.76103,6364417.609200002,2024,0.011219003594999999
Ambalanthota Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11217.5583,103733505.0,12146458.166760003,2024,0.011217558300000001
Kotapola Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11200.09063,37134556.30363999,4348193.292840001,2024,0.011200090630000001
Rambukkana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11026.35643,78177973.6,9154086.605,2024,0.01102635643
Medadumbara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10954.569945,70444935.24259001,8248602.554880001,2024,0.010954569945
Devinuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10940.211295,158548420.2,18564896.37132,2024,0.010940211294999998
Habaraduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10643.99497,134334937.03853002,15729668.841359995,2024,0.010643994969999999
Kekirawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10615.64605,83589098.81,9787690.97,2024,0.01061564605
Ampara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10550.052235000005,119431179.8,13984544.534519998,2024,0.010550052235000005
Hali-Ela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10410.92843,151431087.78256997,17731506.86,2024,0.01041092843
N. Palatha Central Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10393.03184,127957161.9,14982876.620160004,2024,0.010393031839999999
Kinniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10381.346084999996,121572284.08482,14235252.720959997,2024,0.010381346084999996
Nochchiyagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10379.44544,72307396.17731002,8466683.533680001,2024,0.01037944544
Nallur Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10350.227115000002,187033813.9,21900333.75,2024,0.010350227115000001
Passara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10339.32955,70923498.92,8304638.938439999,2024,0.01033932955
Imbulpe Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10277.0298,80494670.76,9425355.348,2024,0.0102770298
Arachchikattuwa PS Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10262.39551,106909136.1,12518302.04,2024,0.010262395510000001
Kalawana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10106.713599999995,36441311.34103,4267019.237159999,2024,0.010106713599999996
Mahawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10104.80932,106235950.0,12439476.681839995,2024,0.01010480932
Haputale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10091.91171,194169329.1,22735851.99,2024,0.01009191171
Hambantota Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10035.755595,145188899.7,17000591.048159998,2024,0.010035755595000001
Narammala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9951.494565,93187889.84,10911641.26,2024,0.009951494565000002
Aranayaka Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9903.912069999998,42286077.95,4951399.977,2024,0.009903912069999998
Dehiattakandiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9896.940225,82350329.11379999,9642639.850320002,2024,0.009896940225
Muttur Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9845.612194999998,134322114.82428998,15728167.512120005,2024,0.009845612194999997
Thenmaradchy (Chavakachcheri) Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9765.97393,140270888.7,16424726.844600003,2024,0.00976597393
Galgamuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9753.988185000002,86796276.91522999,10163228.769719996,2024,0.009753988185000001
Dankotuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9725.1683,155295411.8,18183991.94,2024,0.0097251683
Valikamam East Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9633.275375,119067279.62303,13941934.417560002,2024,0.009633275375
Siyambalanduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9600.475,97411956.50986,11406249.60312,2024,0.009600475
Bulathsinhala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9583.53992,51764667.17983999,6061275.624,2024,0.00958353992
Padukka Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9582.448855,87194296.45,10209834.06,2024,0.009582448855
Moneragala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9581.86035,78308984.82,9169427.05224,2024,0.00958186035
Ruwanwella Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9572.476755000002,43629699.08,5108728.485600001,2024,0.009572476755000002
Valikamam West Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9520.07068,90913055.52139,10645274.319959998,2024,0.009520070680000001
Thalawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9442.063395,64213974.24,7519001.180039999,2024,0.009442063394999999
Mahawewa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9312.269205000002,139686335.8,16356279.68364,2024,0.009312269205000003
Mallawapitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9268.65592,102013407.90241995,11945047.112039998,2024,0.009268655919999999
Ukuwela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9265.290475000002,89435626.79315001,10472277.938879998,2024,0.009265290475000002
Valikamam South-West Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9243.15008,75901090.92085999,8887479.752,2024,0.00924315008
Dehiovita Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9217.25417,55991529.30969999,6556211.180639998,2024,0.00921725417
Kuliyapitiya East Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9185.78993,81055526.17,9491027.538,2024,0.00918578993
Eheliyagoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9181.51339,39076165.25,4575542.020799999,2024,0.00918151339
Medawachchiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9164.95727,114981026.4,13463463.17,2024,0.009164957270000001
Nattandiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9111.20779,171794046.8,20115865.090080004,2024,0.00911120779
Angunakolapelessa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9077.487025,64823760.90736001,7590402.9001199985,2024,0.009077487025
Poojapitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9028.083135,42451282.21,4970744.227,2024,0.009028083135
Mulatiyana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8948.52277,27403811.76,3208792.11816,2024,0.00894852277
Jaffna Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8912.81178,192379639.5276,22526291.85708001,2024,0.00891281178
Karandeniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8840.155575,66760938.93984999,7817232.708600002,2024,0.008840155575000001
Akkaraipattu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8807.298755,124901584.6,14625090.254640004,2024,0.008807298755
Yatiyanthota Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8795.451265000002,31653989.25,3706457.7756000008,2024,0.008795451265000002
Manmunai South and Eruvilpattu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8787.036810000001,112777389.56067,13205432.88,2024,0.008787036810000001
Palindanuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8755.822185,33059866.52144001,3871076.01432,2024,0.008755822185000001
Minipe Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8665.536434999998,75864804.76,8883230.867,2024,0.008665536434999998
Akuressa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8577.893225,32564859.977259997,3813114.26688,2024,0.008577893225
Buttala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8510.403445,84355874.10047999,9877474.89912,2024,0.008510403445
Valikamam South Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8421.806015,92976631.49352,10886904.521759996,2024,0.008421806015
Rideemaliyadda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8367.04573,92798954.42,10866099.78,2024,0.00836704573
Udubaddawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8363.368050000001,84349067.43330999,9876677.8254,2024,0.00836336805
Nagoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8293.80262,43851385.19,5134686.375359998,2024,0.00829380262
Madurawala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8210.53263,67745346.09,7932499.794719999,2024,0.00821053263
Bentota Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8184.614175000002,56063285.52405999,6564613.312,2024,0.008184614175000002
Pasgoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8090.210415,25476140.980170004,2983075.524,2024,0.008090210415
Kantalai Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8080.212915,74004362.81428999,8665386.244559998,2024,0.008080212915000001
Uhana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8034.69039,75973528.09,8895961.59,2024,0.00803469039
Elahera Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8021.102299999999,63518713.88,7437591.122640002,2024,0.0080211023
Galenbindunuwewa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8000.087575,84991499.51,9951902.138280002,2024,0.008000087575
Dickwella Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7975.93095,112638845.44965,13189210.440720003,2024,0.00797593095
Kahawatta Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7921.824045,23299796.84977,2728241.049120001,2024,0.007921824045
Pitabeddara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7892.108359999999,26074297.08,3053115.359399999,2024,0.007892108359999999
Vadamaradchi South-West Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7806.039094999999,121239857.0279,14196327.794640005,2024,0.007806039094999999
Walallawita Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7733.002930000001,34715894.194630004,4064985.117720001,2024,0.007733002930000001
Kolonna Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7701.024485000001,31002614.27,3630186.370800001,2024,0.007701024485000001
Ingiriya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7669.932485,81183007.47,9505954.704959998,2024,0.007669932485
Kahatagasdigiliya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7667.523840000002,85009979.75,9954066.037,2024,0.007667523840000002
Malimbada Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7576.948364999999,58110427.30988001,6804319.069560002,2024,0.007576948364999999
Doluwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7552.221385,52399877.14,6135654.148679999,2024,0.007552221385
Beliatta Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7502.253435,48468903.89784999,5675365.122360001,2024,0.007502253435
Welipitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7497.446170000001,57953095.43,6785896.676640001,2024,0.007497446170000001
Nikaweratiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7344.057309999998,93089955.66297,10900174.0,2024,0.007344057309999998
Vadamaradchy North Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7335.736019999999,154368869.40910998,18075500.28648001,2024,0.00733573602
Ganewatta Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7325.6251550000015,51572485.741670005,6038772.487799999,2024,0.007325625155000001
Sooriyawewa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7325.524065,68749862.7,8050121.614199999,2024,0.007325524064999999
Bulathkohupitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7301.354594999999,26195696.07268,3067330.313399999,2024,0.007301354594999999
Nivithigala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7216.578844999998,26416195.98496,3093149.304,2024,0.007216578844999998
Porativu Pattu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7210.594499999999,86853321.85,10169908.335480005,2024,0.0072105945
Badalkumbura Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7210.260275,51580460.5,6039706.320479999,2024,0.007210260275
Biyagama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,7195.9275,169921602.2,12197393.088,2024,0.0071959275
Yakkalamulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7193.996655,34599468.55,4051352.51724,2024,0.007193996655
Imaduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7161.078825000001,38748123.02,4537130.577719999,2024,0.007161078825000001
Pathadumbara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7105.633305000001,124502581.31096998,14578369.684319995,2024,0.007105633305000001
Akmeemana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6945.299780000001,138540799.2,16222145.51,2024,0.0069452997800000015
Ipalogama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6914.24907,46615113.69,5458299.404,2024,0.00691424907
Deraniyagala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6883.154085,24370420.86952,2853603.54204,2024,0.006883154085
Sevanagala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6853.236570000001,51979997.92,6086489.330280001,2024,0.006853236570000001
Millaniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6852.695059999999,62036110.2708,7263988.826160002,2024,0.006852695059999999
Horowpothana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6846.447769999999,77748542.49,9103803.215040002,2024,0.006846447769999999
Anamaduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6826.155410000001,98128362.53912,11490135.67,2024,0.006826155410000001
Ganga Ihala Korale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6806.99532,48986262.65,5735944.170240001,2024,0.00680699532
Thambuttegama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6769.8139,42862766.59497,5018926.123319999,2024,0.0067698139
Bibile Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6766.1338300000025,40977332.48,4798155.128,2024,0.0067661338300000025
Kobeigane Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6743.891195,79966392.51,9363497.727,2024,0.006743891195
Mannar Town Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6687.912114999999,135059987.7,15814567.157039998,2024,0.006687912114999999
Palagala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6553.80321,47146812.001540005,5520557.479,2024,0.0065538032100000004
Medagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6526.13507,39545270.05,4630470.791,2024,0.00652613507
Giribawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6397.148590000001,46066970.79,5394115.722,2024,0.00639714859
Thumpane Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6348.158705000002,27460661.65928001,3215448.864,2024,0.0063481587050000015
Madampe Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6286.422749999998,89982035.65598999,10536258.642959995,2024,0.006286422749999998
Hildummulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6257.33563,57528112.55,6736134.218399999,2024,0.006257335629999999
Manmunai North Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6218.603709999999,118584646.9,13885421.74788,2024,0.006218603709999999
Colombo Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,6104.9885,105331629.73699996,7560964.98,2024,0.0061049885
Thawalama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6098.237055,26956700.73,3156438.5734800007,2024,0.006098237055
Rambewa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,6010.163474999999,69857924.08,8179867.731359999,2024,0.006010163474999999
Madulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5998.734259999999,41189226.59496,4822966.473840001,2024,0.005998734259999999
Niyagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5899.94642,40619912.98064001,4756303.9,2024,0.005899946420000001
Katupotha Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5890.03827,51374064.1939,6015538.758720002,2024,0.00589003827
Weerambugedara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5770.535489999999,62505584.211380005,7318960.830120002,2024,0.005770535489999999
Welikanda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5738.035005000002,84507336.51370001,9895210.07,2024,0.005738035005000001
Manmunai Pattu (Araipattai) Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5708.893605,96560406.29,11306539.092719996,2024,0.005708893605
Galnewa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5638.555249999999,32414654.415799998,3795526.263,2024,0.00563855525
Pothuvil Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5627.226475,91645765.92904998,10731069.46,2024,0.005627226475
Mihinthale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5549.77745,86171569.81,10090080.06,2024,0.00554977745
Lunugamvehera Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5513.760280000001,50084385.36,5864526.515999999,2024,0.005513760280000001
Damana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,5469.804635,50411285.469730005,5902804.184,2024,0.0054698046350000005
Ja-Ela Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,5384.185000000001,100746209.89000002,7231812.384,2024,0.005384185000000001
